State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,2562012,1267666,1294346,1382998,793905,589093,728201,539586,188615,338666,26049,2119262,436057,2463,271,167,133,69375,3707,33596,540603,470828,291624,223776,123249,79109,1736879,977719,2370,54.0,63.0,1021.0465532719186,46.0,17.0,596,1480,263,28.0,43.0,15.0,3.0,0.0,1.0,64.0,21.0,14.0,21.0,68.0,38.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,1760405,916064,844341,858588,534385,324203,727571,452288,275283,331466,105637,1525746,217621,8443,162,159,87,32633,1839,22414,420472,317612,153973,104211,56137,29633,1085477,765297,1516,49.0,58.0,921.7052520347924,38.0,20.0,396,945,151,41.0,49.0,33.0,2.0,0.0,1.0,65.0,22.0,13.0,24.0,62.0,43.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,1125313,585582,539731,618881,374412,244469,365378,266423,98955,179519,15075,1045117,75742,691,148,248,60,27641,1106,11302,211761,165906,117558,112966,68748,45519,725997,495877,960,55.0,64.0,921.7001205638151,45.0,19.0,248,598,99,32.0,45.0,18.0,2.0,0.0,1.0,63.0,23.0,14.0,19.0,65.0,44.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,3071029,1600430,1470599,1280190,762256,517934,1013566,760522,253044,672291,20577,1684589,1365645,8659,2754,212,507,60900,2941,27263,472616,444260,237243,133811,88498,57114,1445438,1705551,2516,42.0,48.0,918.8774266915767,35.0,13.0,732,1560,169,33.0,48.0,17.0,2.0,0.0,1.0,67.0,22.0,12.0,15.0,47.0,56.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,1666886,883786,783100,768028,461153,306875,560805,398216,162589,325731,20816,1486989,175588,1253,143,79,86,40641,1580,21654,350601,233494,130004,100555,65931,38697,925251,903323,1254,46.0,52.0,886.0742306395439,39.0,13.0,406,780,49,34.0,45.0,21.0,2.0,0.0,1.0,67.0,21.0,12.0,21.0,56.0,54.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,1690400,866970,823430,745056,439921,305135,529064,421192,107872,321867,11633,531236,1149095,5783,398,183,1476,58718,1093,14073,356401,235779,89025,42778,25989,15386,769119,945397,1347,44.0,51.0,949.7791157710186,37.0,14.0,402,834,78,31.0,49.0,13.0,3.0,0.0,1.0,67.0,21.0,11.0,21.0,45.0,56.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,1000912,526345,474567,507270,305182,202088,326576,240494,86082,159970,13546,956396,40886,487,140,52,78,44491,1186,8862,172076,149312,111684,85807,48001,27261,597955,450967,904,51.0,58.0,901.6272596870873,43.0,15.0,222,557,98,33.0,46.0,18.0,4.0,0.0,1.0,65.0,22.0,13.0,17.0,60.0,45.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,2001762,1047559,954203,834577,517666,316911,777546,496046,281500,484062,16347,1753829,241760,1342,170,60,133,23236,1397,23309,340813,189431,114474,99437,79891,44955,875510,1202278,1494,42.0,49.0,910.8823464835871,33.0,16.0,487,936,60,39.0,47.0,30.0,1.0,0.0,1.0,66.0,22.0,12.0,17.0,44.0,60.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,4487379,2329313,2158066,2155338,1340085,815253,1636938,1105947,530991,940642,54934,3652168,818912,3262,564,328,442,113281,5319,65548,783888,771417,520875,303114,170563,137780,2698989,2003079,3520,48.0,58.0,926.481756638116,38.0,20.0,1090,2203,198,36.0,47.0,25.0,3.0,0.0,1.0,64.0,22.0,14.0,17.0,60.0,45.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,1367765,729041,638724,801817,473741,328076,426658,327453,99205,196449,16690,1252319,110416,1815,338,95,145,90461,2653,17946,226699,158699,146414,147152,101907,64469,849734,498676,1424,59.0,65.0,876.1153350771767,51.0,14.0,287,861,199,31.0,45.0,16.0,7.0,0.0,1.0,63.0,23.0,14.0,17.0,62.0,36.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,4801062,2527497,2273565,2509232,1487117,1022115,1547586,1195308,352278,769001,65253,4032773,745546,5149,933,288,382,180651,10290,73012,1092952,743623,419433,299475,194920,138916,2903794,1924438,4105,52.0,59.0,899.5322249640652,45.0,14.0,1064,2547,414,32.0,47.0,15.0,4.0,0.0,2.0,63.0,22.0,15.0,23.0,60.0,40.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,2877653,1497060,1380593,1519933,919558,600375,1045420,703405,342015,534021,52585,2669775,198033,1978,393,414,561,101378,4156,43848,581978,486266,320839,274556,177358,133032,1985188,1324385,2578,53.0,61.0,922.2028509211387,43.0,18.0,624,1587,286,36.0,47.0,25.0,4.0,0.0,2.0,64.0,22.0,14.0,20.0,69.0,46.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,2219146,1144668,1074478,1091012,659474,431538,817041,539439,277602,397505,40018,1964620,244394,1299,250,176,279,31162,1841,28411,601011,368649,195072,161127,95943,64585,1489517,1091439,1924,49.0,58.0,938.6809100979499,40.0,18.0,561,1194,130,37.0,47.0,26.0,1.0,0.0,1.0,65.0,22.0,13.0,27.0,67.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,3935042,2061110,1873932,1759481,1091226,668255,1478947,999282,479665,998833,38691,3047427,865090,8469,926,1337,296,57546,3495,41143,1053481,543965,250243,159563,98732,70669,2182688,1710878,3181,45.0,53.0,909.1858270543543,36.0,17.0,935,1968,199,38.0,48.0,26.0,1.0,0.0,1.0,65.0,23.0,13.0,27.0,55.0,43.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,5838465,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,658203,85349,5356075,439952,12551,4803,1062,2151,546859,40692,132582,1244842,1095655,920051,698351,463361,452340,4920726,2590473,7065,59.0,66.0,896.5217611625357,52.0,14.0,1091,4202,1297,32.0,47.0,16.0,9.0,1.0,2.0,62.0,24.0,14.0,21.0,84.0,44.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,5099371,2681209,2418162,2276957,1407603,869354,1737539,1260774,476765,1057417,46164,4086453,990349,4865,668,878,464,74979,7719,70258,1280809,982506,450631,241118,121594,68781,3150588,2142757,4098,45.0,52.0,901.8923925736487,36.0,16.0,1194,2551,288,34.0,47.0,20.0,1.0,0.0,1.0,65.0,22.0,13.0,25.0,62.0,42.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,3264619,1699370,1565249,1332326,805261,527065,1143318,803275,340043,745015,28840,1989420,1255641,7989,614,353,1450,86058,4170,33664,668690,360243,184327,119259,83226,59996,1486857,1798786,2641,41.0,47.0,921.0760458287482,34.0,13.0,822,1636,126,35.0,47.0,22.0,3.0,0.0,1.0,66.0,21.0,11.0,20.0,46.0,55.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,2959918,1543546,1416372,1799832,1061783,738049,924879,707939,216940,405544,48512,2645415,300487,2889,2569,1584,252,114893,4594,36279,535187,548971,399053,333053,194928,161555,2188753,876443,1555,61.0,69.0,917.609193376809,52.0,17.0,299,951,233,31.0,46.0,15.0,4.0,0.0,1.0,63.0,23.0,14.0,18.0,74.0,30.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,1900661,997174,903487,804996,506374,298622,649898,456724,193174,356833,18651,1629254,266620,1292,197,60,109,41342,1668,19415,348300,194897,104182,90182,64560,47051,855188,1151349,1582,42.0,51.0,906.0474902073258,33.0,18.0,464,983,107,34.0,46.0,21.0,2.0,0.0,1.0,66.0,22.0,12.0,18.0,45.0,61.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,4261566,2230003,2031563,2142880,1293575,849305,1343400,1037576,305824,721629,47917,3800598,452370,2126,554,292,231,88021,5379,50918,781038,710468,438908,284082,186153,129933,2549708,1996651,3500,50.0,58.0,911.0135726274807,42.0,16.0,1005,2195,277,32.0,47.0,15.0,2.0,0.0,1.0,65.0,21.0,13.0,18.0,60.0,47.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,3951862,2022821,1929041,2157454,1285767,871687,1040231,857660,182571,493461,42103,3534772,406449,2330,371,229,322,94787,4509,37442,793945,693465,433759,361171,213251,148065,2653504,1313700,3667,55.0,64.0,953.6390021657872,45.0,19.0,892,2279,426,26.0,42.0,9.0,2.0,0.0,1.0,64.0,21.0,15.0,20.0,67.0,33.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,636342,329743,306599,328676,196431,132245,224655,151569,73086,109696,9917,596102,37653,313,75,41,43,20065,631,8873,129673,110525,59529,52860,33856,19676,409518,305609,565,52.0,60.0,929.8120051070076,43.0,17.0,153,347,47,35.0,46.0,24.0,3.0,0.0,1.0,65.0,22.0,13.0,20.0,64.0,48.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,656246,346673,309573,283698,171645,112053,216372,166693,49679,136334,9119,552492,99342,522,216,73,52,10004,478,6698,128209,91277,37063,25657,16031,10091,308989,348078,489,43.0,50.0,892.9827243540743,36.0,14.0,173,301,9,33.0,48.0,16.0,2.0,0.0,1.0,64.0,21.0,14.0,20.0,47.0,53.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,3423574,1803252,1620322,1436794,885188,551606,1114583,865929,248654,635907,37932,2672311,740101,2897,261,253,188,66263,3460,42461,733380,394422,196321,136500,92783,70549,1635891,1852765,2679,42.0,49.0,898.5554986213796,34.0,15.0,866,1670,108,33.0,48.0,15.0,2.0,0.0,1.0,64.0,22.0,13.0,21.0,48.0,54.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,3330464,1675090,1655374,1930175,1115906,814269,932416,730396,202020,376344,31244,2712635,608282,2618,369,407,359,52935,3834,37833,689880,612635,445257,355277,186817,119164,2421121,1207119,3014,58.0,67.0,988.2298861553708,49.0,18.0,734,1888,359,28.0,44.0,12.0,2.0,0.0,1.0,64.0,21.0,15.0,21.0,73.0,36.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,2229076,1155283,1073793,1033283,647672,385611,877682,551718,325964,554271,22555,1809936,409251,3758,271,136,546,51028,1845,25078,467768,269737,157787,99530,69665,45726,1116063,1220268,1836,46.0,56.0,929.4631704958871,36.0,20.0,533,1147,134,39.0,48.0,30.0,2.0,0.0,1.0,65.0,22.0,12.0,21.0,50.0,55.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,3495021,1844535,1650486,1926740,1152576,774164,1060344,858648,201696,502637,36958,3152346,333980,2203,707,362,246,70001,4810,39564,810191,487594,370247,291392,178320,124448,2271286,1479152,2930,55.0,62.0,894.7978758874187,47.0,15.0,773,1827,287,30.0,47.0,12.0,2.0,0.0,1.0,62.0,22.0,14.0,23.0,65.0,42.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,1055450,580663,474787,805438,465346,340092,404136,328159,75977,1687,4799,852574,51447,8720,138329,1160,1960,231204,44283,78113,80406,118667,114209,124707,98786,174528,731491,184265,34145,76.0,80.0,817.6636017793454,72.0,8.0,893,10783,14626,38.0,57.0,16.0,22.0,4.0,7.0,57.0,29.0,14.0,8.0,69.0,17.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,1413199,698487,714712,650863,382335,268528,726531,404364,322167,287828,10821,1277975,12413,27951,2099,985,3466,157646,1782,9042,183667,178766,139330,60936,57413,32895,656234,729550,1529,46.0,55.0,1023.2287787746945,38.0,17.0,353,1028,105,51.0,58.0,45.0,11.0,0.0,1.0,61.0,25.0,13.0,13.0,46.0,52.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,205871,111543,94328,4138,2561,371973,6984,236,2387,113,10,79146,1574,6281,35817,59489,53515,64730,45695,25474,287961,65864,3666,75.0,81.0,981.469569006661,70.0,11.0,528,1885,564,54.0,58.0,50.0,21.0,0.0,2.0,51.0,28.0,21.0,9.0,75.0,17.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,572292,21658,2540763,57973,20745,6373,2979,2357,519704,8566,30892,382091,407692,337793,189296,152838,134637,1624001,943112,2981,60.0,69.0,970.7607574576012,51.0,18.0,477,1822,509,45.0,53.0,37.0,20.0,0.0,1.0,61.0,25.0,14.0,14.0,61.0,35.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,HIMACHAL PRADESH,381956,192764,189192,287620,155599,132021,205871,111543,94328,4138,2561,371973,6984,236,2387,113,10,79146,1574,6281,35817,59489,53515,64730,45695,25474,287961,65864,3666,75.0,81.0,981.469569006661,70.0,11.0,528,1885,564,54.0,58.0,50.0,21.0,0.0,2.0,51.0,28.0,21.0,9.0,75.0,17.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,572292,21658,2540763,57973,20745,6373,2979,2357,519704,8566,30892,382091,407692,337793,189296,152838,134637,1624001,943112,2981,60.0,69.0,970.7607574576012,51.0,18.0,477,1822,509,45.0,53.0,37.0,20.0,0.0,1.0,61.0,25.0,14.0,14.0,61.0,35.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,CHHATTISGARH,799781,397897,401884,546833,303924,242909,402895,226382,176513,182602,7310,777188,10425,2644,1196,667,3612,148926,1016,4804,143128,148544,120146,65196,58875,31319,572304,214637,782,68.0,76.0,1010.0201811021445,60.0,16.0,198,496,55,50.0,57.0,44.0,19.0,0.0,1.0,58.0,27.0,16.0,18.0,72.0,27.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,CHHATTISGARH,3343872,1682101,1661771,2303378,1284612,1018766,1496805,921729,575076,560415,22565,3129745,83499,24304,24276,19587,17209,614109,16141,51289,463598,573291,497668,309508,286244,202424,2363288,823501,4209,69.0,76.0,987.9139243125115,61.0,15.0,649,2533,672,45.0,55.0,35.0,18.0,0.0,2.0,57.0,27.0,16.0,14.0,71.0,25.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,CHHATTISGARH,851669,424747,426922,495415,280656,214759,487360,263645,223715,197558,7553,629509,15336,189588,474,467,694,76783,567,5755,120768,137681,127299,64188,50562,26161,529825,328438,856,58.0,66.0,1005.1206953786607,50.0,16.0,196,588,62,57.0,62.0,52.0,9.0,0.0,1.0,57.0,25.0,17.0,14.0,62.0,39.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,CHHATTISGARH,1206640,612915,593725,748759,433391,315368,521186,333329,187857,221806,7899,1133176,30195,21059,3666,897,753,202380,4544,18004,178191,188303,168387,89167,83166,61215,780221,410186,1565,62.0,71.0,968.6906014700244,53.0,18.0,246,937,239,43.0,54.0,32.0,17.0,0.0,1.0,60.0,26.0,14.0,15.0,65.0,34.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,CHHATTISGARH,658917,334737,324180,397823,229923,167900,307071,185483,121588,94648,4830,604259,25878,9398,1391,84,1155,80023,1667,7609,143413,109639,87969,47127,38677,26802,457761,179639,852,60.0,69.0,968.4618073293361,52.0,17.0,146,529,119,47.0,55.0,38.0,12.0,0.0,1.0,61.0,25.0,14.0,22.0,69.0,27.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,CHHATTISGARH,1032754,511967,520787,637963,364089,273874,499260,291858,207402,278073,6135,1008061,12570,5284,2941,521,1495,212487,961,5614,179770,194739,152183,78583,57949,33357,702532,384764,964,62.0,71.0,1017.2276728773535,53.0,18.0,232,642,51,48.0,57.0,40.0,21.0,0.0,1.0,56.0,26.0,17.0,17.0,68.0,37.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,690167,429211,260956,323788,9959,1422986,17332,47653,2117,781,409,297308,3342,13857,246480,260661,210964,130700,93340,66358,1017307,460166,1575,64.0,72.0,991.240580158288,55.0,17.0,325,1040,154,46.0,57.0,35.0,20.0,0.0,1.0,56.0,27.0,17.0,16.0,68.0,31.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,1072969,753843,319126,191182,32919,2239370,227465,17452,7477,121791,12260,547206,38570,96301,231263,407662,335886,441072,221410,204507,1861740,482420,6097,74.0,79.0,959.4672498502988,68.0,11.0,279,3173,1452,41.0,56.0,25.0,21.0,1.0,4.0,54.0,28.0,18.0,9.0,71.0,18.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,690167,429211,260956,323788,9959,1422986,17332,47653,2117,781,409,297308,3342,13857,246480,260661,210964,130700,93340,66358,1017307,460166,1575,64.0,72.0,991.240580158288,55.0,17.0,325,1040,154,46.0,57.0,35.0,20.0,0.0,1.0,56.0,27.0,17.0,16.0,68.0,31.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,1072969,753843,319126,191182,32919,2239370,227465,17452,7477,121791,12260,547206,38570,96301,231263,407662,335886,441072,221410,204507,1861740,482420,6097,74.0,79.0,959.4672498502988,68.0,11.0,279,3173,1452,41.0,56.0,25.0,21.0,1.0,4.0,54.0,28.0,18.0,9.0,71.0,18.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,CHHATTISGARH,4063872,2048186,2015686,2629749,1493158,1136591,1757664,1099964,657700,708993,34078,3881485,103038,23181,16707,8397,17137,728556,20261,59523,618508,664470,552373,313247,267265,227382,2674728,1247434,4561,65.0,73.0,984.1323004844287,56.0,17.0,716,2775,744,43.0,54.0,33.0,18.0,0.0,1.0,60.0,26.0,14.0,15.0,66.0,31.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,CHHATTISGARH,2359886,1193129,1166757,1187941,694686,493255,1155807,649888,505919,523356,12643,2126195,81442,97432,2303,1287,623,253131,2737,18983,364452,338509,281260,135374,105992,64607,1299718,991866,2462,50.0,58.0,977.8967739448124,42.0,16.0,530,1671,217,49.0,54.0,43.0,11.0,0.0,1.0,61.0,24.0,15.0,15.0,55.0,42.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,DAMAN AND DIU,191173,124659,66514,150348,104316,46032,105521,94502,11019,481,409,171537,16087,2618,169,216,244,49249,1316,4543,8957,28094,30406,26991,14170,9128,119741,20641,34145,79.0,84.0,533.5675723373362,69.0,15.0,893,10783,14626,55.0,76.0,17.0,26.0,1.0,2.0,64.0,28.0,8.0,5.0,63.0,11.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,333996,9645,2397056,334858,2586,1110,1291,3841,498326,6628,26991,271762,700258,294811,311849,137505,139957,1886269,669022,5549,67.0,75.0,953.2668354747657,59.0,16.0,419,2976,1194,41.0,57.0,24.0,18.0,0.0,1.0,56.0,27.0,17.0,10.0,69.0,24.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,333996,9645,2397056,334858,2586,1110,1291,3841,498326,6628,26991,271762,700258,294811,311849,137505,139957,1886269,669022,5549,67.0,75.0,953.2668354747657,59.0,16.0,419,2976,1194,41.0,57.0,24.0,18.0,0.0,1.0,56.0,27.0,17.0,10.0,69.0,24.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,GOA,818008,416677,401331,663060,351738,311322,327658,239125,88533,14120,8862,622213,57941,134169,618,553,546,173951,23440,56266,40968,101521,148792,153887,87513,86781,636063,99538,2078,81.0,84.0,963.1705133712684,78.0,6.0,122,900,679,40.0,57.0,22.0,21.0,3.0,7.0,47.0,32.0,21.0,5.0,78.0,12.0
Goa,South Goa,15.195278658183785,73.941792596877,586,GOA,640537,322463,318074,502427,264085,238342,249590,180411,69179,12640,5846,341664,63623,231961,855,542,563,138810,17624,44299,29874,73039,119869,108989,64786,57460,463596,88577,1646,78.0,82.0,986.3891361179423,75.0,7.0,87,689,564,39.0,56.0,22.0,22.0,3.0,7.0,49.0,30.0,20.0,5.0,72.0,14.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,GUJARAT,7214225,3788051,3426174,5435760,3025463,2410297,2594952,2127547,467405,268954,54876,6042416,883238,50754,14542,4518,209287,1456046,126341,273651,761358,1614370,805199,1135058,549188,839295,5805299,1129562,18633,75.0,80.0,904.4688152297844,70.0,10.0,614,7742,7018,36.0,56.0,14.0,20.0,2.0,4.0,55.0,28.0,17.0,11.0,80.0,16.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,GUJARAT,1514190,771049,743141,995459,558180,437279,657139,453642,203497,209935,6083,1410463,99105,919,415,243,2053,273331,2538,12765,230474,412251,120625,149478,66785,50999,1039194,380595,2825,66.0,72.0,963.805153758062,59.0,13.0,225,1556,573,43.0,59.0,27.0,18.0,0.0,1.0,55.0,26.0,19.0,15.0,69.0,25.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,GUJARAT,2092745,1087224,1005521,1551253,874481,676772,844794,627561,217233,346329,16460,1798794,250919,29789,1524,267,8591,378310,9902,32523,257524,560542,229013,283571,127459,110351,1588947,360506,4372,74.0,80.0,924.8517324856699,67.0,13.0,261,2246,1245,40.0,58.0,22.0,18.0,0.0,2.0,54.0,28.0,18.0,12.0,76.0,17.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,GUJARAT,3120506,1610379,1510127,1704923,1048402,656521,1248600,836268,412332,350541,11812,2890305,213505,1686,486,281,12659,396873,3424,23149,366867,859436,159433,226765,105372,66950,1799274,1207376,4242,55.0,65.0,937.7463317641375,43.0,22.0,479,2497,581,40.0,52.0,27.0,13.0,0.0,1.0,64.0,24.0,13.0,12.0,58.0,39.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,GUJARAT,1551019,805707,745312,1118276,623047,495229,627124,468919,158205,253577,8902,1188204,343511,9494,1733,442,4813,309091,10257,29531,161675,367060,164765,188539,83895,74380,1056350,273829,3242,72.0,77.0,925.0409888458211,66.0,11.0,213,1704,854,40.0,58.0,21.0,20.0,1.0,2.0,54.0,29.0,16.0,10.0,68.0,18.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,GUJARAT,2880365,1490201,1390164,1887255,1087371,799884,1150632,838781,311851,334025,17996,2632574,212863,3457,1410,445,26974,500757,7297,28925,422461,929286,266953,281250,96241,93391,2103528,508664,5434,66.0,73.0,932.8701295999667,58.0,15.0,359,2760,1350,40.0,56.0,22.0,17.0,0.0,1.0,59.0,25.0,15.0,15.0,73.0,18.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,GUJARAT,1391753,723864,667889,1030494,582686,447808,534976,408075,126901,129356,8600,1319586,57273,3237,1985,497,6405,262539,12107,33662,136131,363156,133594,196456,95730,108400,1049555,246993,6016,74.0,80.0,922.6719383751644,67.0,13.0,460,3180,1317,38.0,56.0,19.0,19.0,1.0,2.0,55.0,28.0,16.0,10.0,75.0,18.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,GUJARAT,2160119,1114192,1045927,1396534,795140,601394,847440,646822,200618,147193,11359,1810443,320805,4392,1873,1086,18856,386538,11573,30384,255785,491009,194057,199634,74029,87523,1320610,502873,5028,65.0,71.0,938.7313856139697,57.0,14.0,268,2421,1488,39.0,58.0,19.0,18.0,1.0,1.0,57.0,27.0,17.0,12.0,61.0,23.0
